timestamp,session_id,conn_profile,real_ip,sn,robot_version,menu_choice,action,target,value,side,joint_index,joint_name,step_value,command_value,status,error,left_gripper_est,right_gripper_est,left_arm_estimate,right_arm_estimate,notes,git_branch,git_commit
2026-05-15T11:11:34+08:00,2026-05-15T10:58:36+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,2,gripper_adjust,right,0.900,right,,,0.050,0.900,success,,0.550,0.900,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",tighten,,
2026-05-15T11:11:36+08:00,2026-05-15T10:58:36+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,2,gripper_adjust,right,0.850,right,,,0.050,0.850,success,,0.550,0.850,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",tighten,,
2026-05-15T11:11:37+08:00,2026-05-15T10:58:36+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,2,gripper_adjust,right,0.800,right,,,0.050,0.800,success,,0.550,0.800,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",tighten,,
2026-05-15T11:11:37+08:00,2026-05-15T10:58:36+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,2,gripper_adjust,right,0.750,right,,,0.050,0.750,success,,0.550,0.750,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",tighten,,
2026-05-15T11:11:37+08:00,2026-05-15T10:58:36+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,2,gripper_adjust,right,0.700,right,,,0.050,0.700,success,,0.550,0.700,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",tighten,,
2026-05-15T11:11:37+08:00,2026-05-15T10:58:36+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,2,gripper_adjust,right,0.650,right,,,0.050,0.650,success,,0.550,0.650,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",tighten,,
2026-05-15T11:11:37+08:00,2026-05-15T10:58:36+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,2,gripper_adjust,right,0.600,right,,,0.050,0.600,success,,0.550,0.600,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",tighten,,
2026-05-15T11:11:38+08:00,2026-05-15T10:58:36+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,2,gripper_adjust,right,0.550,right,,,0.050,0.550,success,,0.550,0.550,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",tighten,,
2026-05-15T11:11:38+08:00,2026-05-15T10:58:36+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,2,gripper_adjust,right,0.500,right,,,0.050,0.500,success,,0.550,0.500,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",tighten,,
2026-05-15T11:11:39+08:00,2026-05-15T10:58:36+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,2,gripper_adjust,right,0.450,right,,,0.050,0.450,success,,0.550,0.450,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",tighten,,
2026-05-15T11:11:44+08:00,2026-05-15T10:58:36+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,7,open_gripper,both,1.00,both,,,,1.00,success,,1.000,1.000,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",,,
2026-05-15T11:11:56+08:00,2026-05-15T10:58:36+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,13,shutdown_safe_pose,right,"[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]",right,,,,"[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]",success,,1.000,1.000,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]","[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]",pose_requires_real_robot_validation,,
2026-05-15T11:12:35+08:00,2026-05-15T10:58:36+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,14,shutdown_safe_pose,left,"[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]",left,,,,"[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]",success,,1.000,1.000,"[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]","[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]",pose_requires_real_robot_validation,,
2026-05-15T11:12:44+08:00,2026-05-15T10:58:36+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,s,robot_stop,,,,,,,,success,,1.000,1.000,"[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]","[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]",current_sdk_stop_only_stops_chassis,,
2026-05-15T11:12:45+08:00,2026-05-15T10:58:36+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,s,robot_stop,,,,,,,,success,,1.000,1.000,"[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]","[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]",current_sdk_stop_only_stops_chassis,,
2026-05-15T11:12:46+08:00,2026-05-15T10:58:36+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,q,disconnect_request,,,,,,,,success,,1.000,1.000,"[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]","[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]",,,
2026-05-15T11:12:46+08:00,2026-05-15T10:58:36+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,session,disconnect,,,,,,,,success,,1.000,1.000,"[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]","[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]",,,
2026-05-18T13:53:20+08:00,2026-05-18T11:11:08+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,session,connect,,,,,,,,success,,0.800,0.800,"[?, ?, ?, ?, ?, ?, ?]","[?, ?, ?, ?, ?, ?, ?]",,,
2026-05-18T13:56:56+08:00,2026-05-18T11:11:08+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,9,arm_home,left,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",left,,,,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",success,,0.800,0.800,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]","[?, ?, ?, ?, ?, ?, ?]",,,
2026-05-18T13:59:21+08:00,2026-05-18T11:11:08+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,15,shutdown_safe_pose,both,"[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]",both,,,,"[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]",success,,0.800,0.800,"[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]","[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]",pose_requires_real_robot_validation,,
2026-05-18T14:23:12+08:00,2026-05-18T11:11:08+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,interrupt,keyboard_interrupt,,,,,,,,interrupted,,0.800,0.800,"[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]","[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]",,,
2026-05-18T14:23:12+08:00,2026-05-18T11:11:08+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,session,disconnect,,,,,,,,success,,0.800,0.800,"[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]","[0.300, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000]",,,
2026-05-18T14:23:18+08:00,2026-05-18T14:23:15+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,session,connect,,,,,,,,success,,0.800,0.800,"[?, ?, ?, ?, ?, ?, ?]","[?, ?, ?, ?, ?, ?, ?]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:23:45+08:00,2026-05-18T14:23:15+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,15,both_pre_shutdown_vertical_v2,both_arms,"right=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.200, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000); left=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.200, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000)",both,,,,"right=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.200, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000); left=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.200, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000)",success,,0.800,0.800,"[0.200, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.200, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:24:34+08:00,2026-05-18T14:23:15+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,15,both_pre_shutdown_vertical_v2,both_arms,"right=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.200, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000); left=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.200, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000)",both,,,,"right=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.200, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000); left=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.200, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000)",success,,0.800,0.800,"[0.200, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.200, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",，还需要仔细观察一遍,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:24:36+08:00,2026-05-18T14:23:15+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,q,disconnect_request,,,,,,,,success,,0.800,0.800,"[0.200, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.200, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:24:36+08:00,2026-05-18T14:23:15+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,session,disconnect,,,,,,,,success,,0.800,0.800,"[0.200, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.200, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:24:42+08:00,2026-05-18T14:24:38+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,session,connect,,,,,,,,success,,0.800,0.800,"[?, ?, ?, ?, ?, ?, ?]","[?, ?, ?, ?, ?, ?, ?]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:24:58+08:00,2026-05-18T14:24:38+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,8,arm_home,right,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",right,,,,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",success,,0.800,0.800,"[?, ?, ?, ?, ?, ?, ?]","[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:25:51+08:00,2026-05-18T14:24:38+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,15,both_pre_shutdown_vertical_v2,both_arms,"right=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.200, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000); left=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.200, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000)",both,,,,"right=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.200, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000); left=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.200, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000)",success,,0.800,0.800,"[0.200, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.200, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",肩关节和小臂先抬起，后放下，而且放下的姿态还不够垂直,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:25:54+08:00,2026-05-18T14:24:38+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,q,disconnect_request,,,,,,,,success,,0.800,0.800,"[0.200, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.200, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:25:54+08:00,2026-05-18T14:24:38+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,session,disconnect,,,,,,,,success,,0.800,0.800,"[0.200, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.200, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:35:46+08:00,2026-05-18T14:35:39+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,session,session_setup,,,,,,,,failed,连接失败，停止测试,0.800,0.800,"[?, ?, ?, ?, ?, ?, ?]","[?, ?, ?, ?, ?, ?, ?]",连接失败，停止测试,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:36:21+08:00,2026-05-18T14:36:18+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,session,connect,,,,,,,,success,,0.800,0.800,"[?, ?, ?, ?, ?, ?, ?]","[?, ?, ?, ?, ?, ?, ?]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:37:08+08:00,2026-05-18T14:36:18+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,15,both_pre_shutdown_vertical_v2,both_arms,"right=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.000, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000); left=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.000, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000)",both,,,,"right=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.000, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000); left=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.000, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000)",success,,0.800,0.800,"[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",我希望再垂直一点，其他都很好了,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:37:11+08:00,2026-05-18T14:36:18+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,q,disconnect_request,,,,,,,,success,,0.800,0.800,"[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:37:11+08:00,2026-05-18T14:36:18+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,session,disconnect,,,,,,,,success,,0.800,0.800,"[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:39:47+08:00,2026-05-18T14:39:45+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,session,connect,,,,,,,,success,,0.800,0.800,"[?, ?, ?, ?, ?, ?, ?]","[?, ?, ?, ?, ?, ?, ?]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:41:58+08:00,2026-05-18T14:39:45+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,15,both_pre_shutdown_vertical_v2,both_arms,"right=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.000, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000); left=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.000, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000)",both,,,,"right=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.000, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000); left=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.000, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000)",success,,0.800,0.800,"[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:44:19+08:00,2026-05-18T14:39:45+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,10,arm_home,both,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",both,,,,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",success,,0.800,0.800,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:45:24+08:00,2026-05-18T14:39:45+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,10,arm_home,both,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",both,,,,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",success,,0.800,0.800,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:48:26+08:00,2026-05-18T14:39:45+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,interrupt,keyboard_interrupt,,,,,,,,interrupted,,0.800,0.800,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:48:26+08:00,2026-05-18T14:39:45+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,session,disconnect,,,,,,,,success,,0.800,0.800,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:48:32+08:00,2026-05-18T14:48:29+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,session,connect,,,,,,,,success,,0.800,0.800,"[?, ?, ?, ?, ?, ?, ?]","[?, ?, ?, ?, ?, ?, ?]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:53:44+08:00,2026-05-18T14:48:29+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,15,both_pre_shutdown_vertical_v2,both_arms,"right=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.000, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000); left=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.000, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000)",both,,,,"right=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.000, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000); left=(pose=pre_shutdown_vertical_v2, shoulder_pitch=0.000, shoulder_yaw=0.000, shoulder_roll=0.000, elbow_pitch=1.012, wrist_roll=0.000, wrist_pitch=0.000, wrist_yaw=0.000)",success,,0.800,0.800,"[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:53:51+08:00,2026-05-18T14:48:29+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,1,gripper_adjust,right,0.850,right,,,0.050,0.850,success,,0.800,0.850,"[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",loosen,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:53:58+08:00,2026-05-18T14:48:29+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,1,gripper_adjust,right,0.900,right,,,0.050,0.900,success,,0.800,0.900,"[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",loosen,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:54:00+08:00,2026-05-18T14:48:29+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,1,gripper_adjust,right,0.950,right,,,0.050,0.950,success,,0.800,0.950,"[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",loosen,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:54:01+08:00,2026-05-18T14:48:29+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,1,gripper_adjust,right,1.000,right,,,0.050,1.000,success,,0.800,1.000,"[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",loosen,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:54:02+08:00,2026-05-18T14:48:29+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,2,gripper_adjust,right,0.950,right,,,0.050,0.950,success,,0.800,0.950,"[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",tighten,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:54:11+08:00,2026-05-18T14:48:29+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,7,open_gripper,both,,both,,,,,cancelled,,0.800,0.950,"[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:54:14+08:00,2026-05-18T14:48:29+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,interrupt,keyboard_interrupt,,,,,,,,interrupted,,0.800,0.950,"[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:54:14+08:00,2026-05-18T14:48:29+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,session,disconnect,,,,,,,,success,,0.800,0.950,"[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]","[0.000, 0.000, 0.000, 1.012, 0.000, 0.000, 0.000]",,feat/latte-pour-real-tune,fbbf464
2026-05-18T14:54:17+08:00,2026-05-18T14:54:15+08:00,real-ip,192.168.1.151,BW_3N5CRT22,3.0,session,connect,,,,,,,,success,,0.800,0.800,"[?, ?, ?, ?, ?, ?, ?]","[?, ?, ?, ?, ?, ?, ?]",,feat/latte-pour-real-tune,fbbf464
